ID,Is_Lead
647K6DBR,0.052501207
7NFXVESK,0.072747746
EWUWF25N,0.048078866
7QKYPLA8,0.044953754
XQVXWBNO,0.046130923
CNWH4MVA,0.048360714
AFJUJFQD,0.080553274
QKMFDX9H,0.172571011
YYMB5QBY,0.049211829
IRY3SEX7,0.271232437
CUAUZJH8,0.202810989
JYFUYQF5,0.320955982
I4NYEDFE,0.513203036
M3RSPRGQ,0.163821818
JIL3KWQN,0.106491414
X4B5ZBWU,0.123416285
AHYTHHSE,0.039615985
E7EHQEQK,0.338326311
FAMHAVN3,0.871633953
CCGKCTR6,0.071220452
6DTSELRV,0.058470655
LU8X3G6O,0.255444797
NPFDAUJY,0.045148917
DR9PXCFU,0.028093457
SHVZMWBV,0.047591932
8TGXGZHX,0.261266782
IKRSHJFW,0.218547655
TYKRZDCP,0.499911102
9IDA3L7P,0.050309566
ASOWCMDB,0.026855792
KZ5J2JGC,0.833940476
D5UCFKTV,0.034477671
2N8FFP7W,0.038126055
SA36MTFS,0.025737093
8UDMURUH,0.120855977
7VSQV6QN,0.12492671
IFUG9NC5,0.040448531
EQXDLQRG,0.230247668
JAR8YY9J,0.120218307
BS4TAF6M,0.05007599
WQJ9SPT9,0.782523934
7QHT4ON2,0.052790494
FNGPQN7B,0.122923016
DDOMDZRU,0.514893381
QYR9HXHP,0.187600004
S4NGXFXY,0.024974125
NOJ2KSCC,0.810504363
ZD2JRUNB,0.422086874
GZIPTSNN,0.052147004
LCFYUVE9,0.847503054
PPANVU9W,0.042275979
DRPV9STB,0.083550687
AFSPF3WZ,0.905291876
GPXEUNND,0.881222294
NSADMDSM,0.061117374
CKWJU8RQ,0.516754218
F7MNZSSU,0.053103269
BDGVMPZY,0.54170406
IA3MSRTR,0.097633254
JD3WTPMG,0.322185358
QT6DF6EW,0.86249958
NVDEMCZ2,0.059616795
9B6UTJVT,0.017457718
U6QYES9J,0.024833813
DZQPDSPS,0.155814554
CRGXVSBF,0.908930103
XIHJYS2V,0.565403931
7X2MC5GZ,0.875766521
ZBDVXTM5,0.040524892
UUBQPBR5,0.077835748
CUMZFBTD,0.078675578
E7QXYSQN,0.029225986
6UQAJP48,0.102967965
QHWB768Y,0.041782728
R6RXMXOJ,0.159703699
WXQGZG5K,0.028185104
GCUFKLHG,0.054687207
SJX4372M,0.041201829
VGEAMUZZ,0.11954923
ZWDXVKDF,0.869883477
WGMRCYLR,0.036335659
SI43K5CY,0.128669155
DSNBS2RS,0.153639905
XIMZCKSR,0.375834881
VEW9FXHT,0.023383885
JZJHDDDJ,0.447088483
4TYUR5HA,0.464988821
UHCDFDRX,0.233647591
E5QMOFUM,0.125345918
PSNVWDZH,0.056183955
5IQSWONG,0.007456923
CEAZEPY4,1.009874674
2TNRJXRX,0.028201642
BFROCARA,0.042304724
GRTJMRKM,0.016659858
6EDAM4EU,0.10489768
NRDB58KL,0.057409746
TCPJCWZR,0.027353459
KG8LD2BE,0.045217818
FHZ3XFDV,0.199841174
NZKCSDZ4,0.275832216
6DG6KJG4,0.043935362
BVPKDUNU,0.363954354
APR4PQ6X,0.042154668
HPWS8YFG,0.136342202
VRPBGTPU,0.062293289
XBCSX7G7,0.043180415
KEH3G8UA,0.165049108
WXNAVFLT,0.03793276
8J8NJ7M6,0.099215387
D4UW7Y85,0.054714808
SZRESXN7,0.050877775
UUQSXK5T,0.036591883
GPMUKOVY,0.348482817
6FYOKAZ5,0.12475435
ENUB4N9S,0.186010903
KERBCSGE,0.9914454
7HTA4C6J,0.832275592
4BTVMT6W,0.044915582
MR3J9USD,0.270326574
7S83FNQW,0.557829983
MSOKLC7S,0.01506189
GFMNATHU,0.054054568
NG4ABA6H,1.103786218
3GFHRAQY,0.305462851
BCSGZZPE,0.133021574
PQ9MCGZC,0.09134902
K7N596CG,0.051639086
8RUL6JEE,0.101385612
CVOFJRMP,0.061977454
B4FQX4HG,0.028596738
W7HAQKDV,0.065092697
8C5PKJ7G,0.038698272
E4GQJZSQ,0.0925777
UENREGNV,0.860327796
CC4LYHEW,0.794903571
GDKGLTBT,0.057842707
G3ER8CGX,0.043379456
ZG4KT59X,0.017810401
LW93KJMZ,0.505128027
9AR5FBSQ,0.384135795
FHLWDMRV,0.109225078
EON5DCWD,0.976344462
J8UXTMYV,0.176446755
IXBW5HZH,0.039241953
LDHQB458,0.038328195
GNHTIKF3,0.030934649
8NO22KTE,0.025605576
SGJFSSJK,0.205842329
TD8D3NDD,0.042189059
8RQ27JGU,0.892498268
A8GKBMBO,0.765454603
ODVMNUDE,0.534324787
EA5CRL7L,0.041629848
6UI7RPCH,0.346159375
7BJYM94L,0.042755065
X3PZJF7F,0.426253982
YCSSMPV7,0.444986258
4EV9VXL8,0.446373866
IPNJFQTY,0.214524734
XPWNJRJC,0.040648224
3WHNSBRB,0.190445492
U245YKM8,0.040519791
68EFFKBB,0.818383918
NEUII7AB,1.008763173
F7CSLYWT,0.040257673
5EOMOZHG,0.111015667
6CYUTUFN,0.378358212
K7YUC8LF,0.267610005
LSMCXMXA,0.03641991
AALPBPBP,0.047945079
ZPX6VOH2,0.063721869
CDBFWQGM,0.100447453
JUQ76NJV,0.856948319
QHE7UULR,0.043789476
JRMNMZJA,0.064987157
GZ4EZZFX,0.217704128
9L9JFIAR,0.47340346
GTOE4RN4,0.189579741
CUYE7ST4,0.303471197
FFM6DHEA,0.85441693
5XUK7XLZ,0.463612172
4HTGJEEZ,0.034625367
RWYBAMRG,0.125070437
RQZGBGGN,0.869362756
ITVSUTU9,0.251400688
6UMDX7NQ,0.472187146
4IVKAFYY,0.529470003
ZKYOSQEU,0.528197364
9JYXIDL4,0.952027274
XNURWQBT,0.042294367
HVNIJFQC,0.040655348
CGGVBJKZ,0.972370972
JO9DV3NY,0.854348442
EYENUQR9,0.367169826
FPU4ZI8H,0.07280111
2MALVTY4,0.121283044
QN4REV7D,0.044314377
27F5ZEQA,0.083057106
MKJUE4K2,0.114659275
4ECWF4DN,0.034878952
KWBJAQMY,0.038178171
3YAW8OEY,0.122057849
ZHHFH7H9,0.885729489
BO2822VM,0.108215105
NQZUPVUA,0.049440663
MUT2PZ7T,0.410304789
2MFKPCPS,0.857781536
4RLVOVMJ,0.568698544
JISGN7XF,0.06165634
NNOFHDAC,0.050165949
ODE23CPW,0.022985388
ZNTYNFME,0.238379203
NQM48VKU,0.134200271
DGVBCYY7,0.045413506
9F38NUKC,0.187446527
3Z7KCIZS,0.050995518
ERAX3STD,0.052497475
N9TCDYYG,0.038263027
R4UMWUZK,0.08592507
CPERTJBJ,0.128699144
4XK5BMA9,0.009476005
2PKDM5B2,0.028831917
SW5GTHZN,0.403418229
ATJAEQCJ,0.109919077
NHNXBSFY,0.157953325
NRGYTYZJ,0.063523768
UZNABWAT,0.046086318
CVP3VZN5,0.05654583
JEAYZXKC,0.035550843
87LFEVTZ,0.345677119
N7ZEJ2CQ,0.041072982
AQT3ADAP,0.058249572
WC8ROKF8,0.03791978
D9HWEXEV,0.106630845
MMHWGZCN,0.041100615
YKCAQFHU,0.212501762
NDPFBA9X,0.413414776
3T6C7AEA,0.192636025
GZWB38J9,0.052308601
OFTXYNYQ,0.037584629
QYZQIXBJ,0.461662612
N7PJT5HO,0.069947476
JP2PNX9X,0.213184936
N3FUZDIH,0.041060554
UXKAVBLS,0.022772027
G24JWDKS,0.043827326
HQOKKQVX,0.222556066
HTXFVZZG,0.068195929
3TJKVA4J,0.039355686
CRGS7FPX,-0.006844563
BTRJTMR3,0.096501711
ERLPQML7,0.024503594
9FDFXYAW,0.509312347
MEEKFDZZ,0.042950203
ZGY8ETLW,0.252171999
AXVUJHT9,0.027351479
35ILRW7D,0.415215474
DR2U5JQX,0.057527499
WHZ7CEY6,0.302116616
UCPMS2KF,0.051469761
HB6MJHDN,0.299931786
7NWFPJ2X,0.128926094
4QXD6K4K,0.201738803
D6H3RTAZ,0.123362135
L67WSXUY,0.095811969
IXHVY78L,0.079534464
H6KE88O6,0.374378164
EAPKN7G8,0.988404682
GQXJSFJE,0.153682779
BVHSRABV,0.063001719
DUY76GFX,0.144961272
O7H9KPSD,0.421227054
6EDBA5AN,0.0681743
V24CAXFM,0.077394289
SERPSAWP,0.031162907
H47QYY5K,0.074335803
5TYQNFPE,0.377017169
HGDB7KMR,0.499987928
DWH8Q2S3,0.217061878
USNBQZAK,0.04317548
I89VR4AB,0.070513159
ATZVVXWJ,0.503640904
HOKP6ZTS,0.076949038
ZDKT2SSW,0.060437075
DK5HJYQE,0.003126741
ABKW7FGW,0.145168711
BCSW3W7T,0.036900607
6T4VNEWD,0.538675709
XBALBNYB,0.31098304
NWMJR3W5,0.05149431
Q5BJ4ULE,0.041423227
DOFSPEWD,0.822155329
ANX8FUBJ,0.034312738
KPR67SVO,0.025786513
44EV7IJE,0.068109476
VZEK4IOK,0.47223513
CZMKWRQN,0.047254018
VGQUQLXT,0.142534853
MS6GASNJ,0.032327157
4ENG9TKV,0.835401004
UHRRWLGR,0.06294383
APFSHZYP,0.039697245
M7MURWXC,0.4203769
3EOATQBT,0.047416742
MDZG7EZX,0.042469718
QZ6LSSTB,0.066726206
Y7EEZYYS,0.887488651
RYKLU6HL,0.043800268
CWQ8OAQ8,0.052929242
WSFUNE28,0.858681875
9PFQKPRB,0.035348118
MCLXWKBC,0.039751457
NWDXDZEN,0.313306063
EBLDBRDR,0.182041845
CJRW5JYT,0.219568726
CMMKRNUZ,0.217224946
EATPTPY3,0.043167607
J5AGUF6Q,0.076743333
8WYO2BBG,0.234852193
9EPXIMZB,0.043460217
UZERUG9W,0.083372691
QEQ79QUC,0.0823716
ZNHVE7QZ,0.096564573
PU3J43GY,0.827310997
HWDBXAUK,0.041635712
W74BHIAD,0.054076803
MGLDAPOA,0.042984751
BYFCPDX5,0.097611232
S2QDUDEJ,1.030950604
HBYRWBWL,0.022994988
8CIAWHWZ,0.881614285
ZFYFFXT5,0.083833517
UGIADHRB,0.19028432
JDDGRBSU,0.246431338
NBS2LTYW,0.328756686
DBKM3FRW,0.073648424
GLBHRXKB,0.040796819
9WDPTNCN,0.022038679
NVVVFQ9U,0.870655261
6AT635HW,0.09480794
HPHDI6NN,0.031339118
CPNAGJ95,0.041034783
FY6AFNCK,1.062574705
KWQAVZOE,0.889656745
HGBDE3LM,0.469798451
SYKEB6EV,0.075521049
9BROJWWS,0.384856684
CG8DGVAV,0.22360127
H7MT8CNK,0.075815138
GJVVWNKN,0.82413865
FXWTMJDG,0.141443937
OSNGFACM,0.064340544
PBFT55CF,0.881755417
4P8GFHSL,0.04342517
9ZZ4F4XF,0.426253231
CN4YERMU,0.807863356
8TUDLTWK,0.132639552
USFZPY7Z,0.021728974
VBJXREA8,0.03222431
9LBNXHQ2,0.146488113
PY6HCDWF,0.039402147
9VJMJR6X,0.076886614
4GAEJIQO,0.050106786
F34SD6YQ,0.08132199
HZ3BZVH6,0.170381615
9WVBAWEY,0.207021373
BPNYRSEH,0.039415941
7OGHEHO3,0.174661094
LRJZMHFT,0.042942734
PCHQW72T,0.456410867
BFJQGRFT,0.452311897
UVJ6UYBF,0.087874503
LRVO7MCH,0.221807612
EAOF4EYO,0.809396534
5HPCBEQQ,0.871629985
8FJBKABE,0.040030326
27J5UDAU,0.067292989
4MAT9RSM,0.874577863
SBDGZSY9,0.875334776
HPYN9M2Z,0.052539189
G7D2BESM,0.78216176
TWN7YQPN,0.040514599
BJRGMNFZ,0.191180931
9HFPJV3S,0.068139327
6WKJAUAG,0.037873253
BZUANVCU,0.195391318
NYWLDSFZ,0.896528296
LTW8JGAZ,0.044156361
IMDQJUTW,0.063615489
AVHZRCH8,0.227436183
LTSDWAVT,0.045064817
9WVKLADB,0.43300978
GXDSQJS2,0.048638544
4IHXKUNA,0.422991384
BTYDUQPC,0.045858683
BKCNFM72,0.117566431
UMVSSZ9N,0.07802011
N2STVKOI,0.048428415
ZZJQB3EY,0.566310714
FZJK9GH7,0.086224893
NTIWWNVB,0.044173473
NBCRWUBE,0.180251346
UBPYOBYG,0.097097405
K8RKMGVW,0.588528523
HFTH3NC2,0.040844669
759LCPDE,0.219646218
DYKME2AY,0.83956708
VZHURNZD,0.015084897
EAJJBYHU,0.372123706
T97TKZNT,0.458223617
IXOEQ2YD,0.841411293
BWKXTBCF,0.064654786
DNKPRVB3,0.244685272
JQCF2PXG,0.041645728
GIABLCP4,0.041915427
FDIC7S35,0.575873771
5RTNFJEV,0.022569871
OBZ4CU77,0.05632553
XMVX6WEB,0.121724589
MHARJGPA,0.046547744
2QI5GPDU,0.481412814
AE2NBAJ3,0.014651509
MDLANJZG,0.016381855
7TAP99MA,0.173716698
A6AMKR2Z,0.20637051
DX69CFXV,0.07266312
HKCKEKV4,0.257280779
CBNWXPJJ,0.293391973
Z3SJXFCA,0.105088495
RHTCABWR,0.847608911
ILGMVREG,0.241228854
BZK32SSP,0.039697219
25RR4UGE,0.099066528
9ZQFVNWY,0.105130198
FFSTFCAA,0.11061985
MBEDAX9Z,0.092942658
IYERPTUY,0.120796609
SBNMNBJE,0.017751291
CPWDDHBP,0.425060265
EN5EXSVB,0.033142437
EFT7687S,0.075353709
DUPIVFIW,0.048123322
HTVBHNFH,0.040801937
GFTV6AXH,0.047397615
NTNK2ZYN,0.072954221
NZ2MDLPM,0.185507547
UU4ECFQ5,0.87220106
FFWGNGVJ,0.044325506
JDQIBLRI,0.037884562
ZAWUVVWA,0.039880074
FC24V4XD,0.223867665
EKTZZYA2,0.073877432
RVRMHDD8,0.039278946
3RASGR5Y,0.249267793
QRBESHHG,0.04479953
MXYLFHSV,0.074531332
TY85POPR,0.111729533
BHXO9INE,0.037375522
S2RKLYZH,0.509536551
98GUQS9R,0.418960147
6VD8FK4Y,0.051537048
FMUHBZHQ,0.043474469
IHQY3US8,0.832864004
VDSNW6DR,0.095923138
JF8E8TCY,0.190482236
EKVBDN5B,0.137793924
LJOYHFHT,0.046501901
8WBDXKKG,0.409685812
LNAASJ6O,0.047980556
HGTW39J8,0.075923107
AMYH3YSJ,0.113241639
QZRPEWE6,0.047637415
9RBSJHBJ,0.311813337
EFZ3ADG9,0.041872713
CMQX6K9J,0.154765361
DBVXEJCR,0.048468103
PLYKWBFR,0.050148659
7QNURUDE,0.023293802
M8TD2YPV,0.283945064
JVJZVKUJ,0.85367973
XVUVCSM8,0.487703799
C9CMNJEH,0.187700157
IQLV6HTY,0.123552031
ELG7YZUM,0.050567698
PU9KWVOH,0.493474573
HAYJGRRV,0.049648385
KBKUHSLA,0.071377459
USL6KBDY,0.058587704
ZGLCSKTI,0.052003635
9JQWNRGA,0.1176337
EBVUVT88,0.024274666
9ZU5GNSK,0.214141748
EC7NIRSV,0.044818947
JJ23TDTX,0.032037006
IZWY5RYD,0.123144122
TSYCNH93,0.045208669
QSY6Q77W,0.217579209
TOBSGQ3J,0.255796373
FKGE6YRE,0.38044168
MGAYPPJE,0.043527192
IJRFUH6V,0.223745411
KX9Y3LCV,0.043799488
2ZDDJYHE,0.845360966
NBMLMYQE,0.061856479
E8XWCECR,0.265893717
5FP4HKBU,0.122994767
FUKFFD3F,0.267016964
8BDSMQUY,0.036707511
39T7KUFC,0.05835796
HZSPWI2U,0.465843895
LEJJKOWC,0.038269449
DR5F2HVS,0.882698442
BJA5TRWJ,0.341361541
NCVH9WFE,0.071060091
ME3XYUC5,0.793968194
VLCHSDHG,0.06559797
59CV3HQQ,0.145790406
JTAEBBQM,0.041296217
OBHDYLE2,0.234951499
EUEGA65T,0.044821205
MO9XWHWE,0.143652774
K3JSVGHE,0.050435291
JFHAQZQM,0.070705117
22IQJE4I,0.868565993
F57YH86H,0.050702725
BPNYWIPI,0.047750895
FJB78783,0.100037076
DIVE6ZUL,0.07096203
YACVPC9M,0.239513966
A3FM9UVE,0.038415425
9NE6ZC2Q,0.097568022
4NHTDBJN,0.086188232
3FH863BT,0.024799202
3UBBVIGN,0.332218381
NNP9TLV2,0.403620907
SA7VUUTE,0.056051239
ROG7ONJG,0.489310078
ICEBXJHF,0.115425489
HFTYHFAZ,0.075655275
EC5IQBEK,0.038625034
VQPXGNJV,0.054109947
BNE8WOYV,0.898903208
MKEXSYJN,0.064568627
B2MY2KQE,0.126644251
GZVND3WE,0.341859301
JZ8ASRBZ,0.945402918
UMQWVVHH,0.875247935
MDGISGP7,0.052450689
JMVHKVGP,0.032537096
G5GPWASE,0.507188189
A9H3PMBD,0.033697056
DKEMLQCU,0.892342131
VVPNRFRF,0.888218279
AVIBMJNL,0.178393415
3FNEIWTQ,0.040952944
WMQIVFIH,0.099253195
GUSEEXX5,0.307773655
HZBZ7QMH,0.052171885
KMTZWEXS,0.02890215
62AXBXBL,0.120545268
FW6GESXM,0.001342217
A67RATVB,0.044860017
HUWJHKEG,0.04626825
KCHF33KH,0.116620499
CJUKTB4B,0.091478535
FA8NWHGK,0.083238374
6UZE4NSH,0.871134604
4UUZBMXW,0.201563205
QMRXRYDB,0.044878024
M3A5BVAC,0.956159289
II63YKTB,0.06342797
4OYB27TY,0.178794318
IEN9X6H8,0.138603777
U9VVATUM,0.258703605
SFOYCMRR,0.520591056
O7WYJHA5,0.320762962
STEKRYHT,0.024931237
QSX9J6OF,0.229188548
EVT46GYN,0.049746168
IQHUPR8Z,0.056164388
98WUTF8M,0.02162896
5JUSHPUM,0.04470361
9FMK8FZU,0.040250779
WPWW4JUN,0.561120154
8QUXAAHS,0.116253812
EU8RGIP7,0.075371419
BFT7ZJQO,0.030144208
4EQAO8W3,0.906180904
F3RWQSVQ,0.218562476
FUA3S84W,0.03568898
G9WITTNH,0.054275215
TE4CM6N8,0.943841435
L93TY7Q6,0.018441479
MK46HOFS,0.280776866
NSUSAJ7C,0.043048034
ZQXJP6PH,0.15525177
YX6PNVKN,0.040615829
7V7IJDSU,0.240574293
BSDHE7F2,0.33317632
DV5EXZEZ,0.746004954
VDKS85PW,0.334670891
4W48SFHV,0.379738886
ANGVCUXZ,0.042386948
IOST7D8C,0.550612904
HAQAECZX,0.044050869
GAB49KQU,0.823131213
GEBCXWCU,0.090453489
JPT2DAGQ,0.489929334
RXYEGKFP,0.537220068
4R6HCRNW,0.034816168
MWRTSE9B,0.066425001
JAC7FJCA,0.420007382
5DCT43QX,0.016101465
GFZMAKDD,0.038503866
8WVWSZNF,0.056186173
KCBVOKZ8,0.873352066
NRCEX3F3,0.046916199
59KYREQZ,0.032033688
S2HTHOYG,0.040048114
98QJA4ZA,0.039447464
8S27HJRE,0.210495066
MTEWWARX,0.045287176
PH8LQUCB,0.179591324
BYB9URVZ,0.680757803
3TYYHEQU,0.082241182
WTOPV47E,0.838749993
HGNGPJXH,0.361531492
LE5M9QWH,0.063972554
7YR3Z54H,0.088262188
9DLYZCUW,0.904338352
RKYQQQL5,0.216501033
5UTFCCXZ,0.376068845
JCYRCTNE,0.778249799
AJIVJ4WE,0.243279497
JTCERL4D,0.087665255
XWS2DC9M,0.044706128
TVIX5INS,0.867210206
CIQZ4NJS,0.112243332
EJRPJ86R,0.044018053
HPQBQGWQ,0.044009937
FR38HJFG,0.904564716
JPXNNMXQ,0.466868164
HWED8UBF,0.830086069
CJ6ILARS,0.052792818
MBCCSXEA,0.064775432
4S84NTNM,0.063435485
ADGV3FDY,0.221284964
HSAJUCOR,0.474258013
HHV3JEXF,0.047126275
DHARALYV,0.070212634
KBVN65GH,0.05609293
UYHCQN7W,0.067913576
9VXSCU6F,0.070681585
F2DBEMXE,0.273897079
6VN358PX,0.07287066
T2J5Y8NB,0.022696612
HPXJGYEZ,1.036519677
CS5NAYPP,0.467197043
2UC6R5XE,0.832440281
KZ8TKYP4,0.046992064
Y8XIC3AH,0.250394581
GCT9PSGP,0.049544044
MPQQFX4I,0.008657152
8VCZYPZD,0.041981312
JCIQPZLE,0.047855403
AYSUMKSF,0.115458168
VVAVU9BN,0.313184848
F3NBRACB,0.053139557
FPIGVTHX,0.089079328
X7XNXJVW,0.030993457
JEKWRXYH,0.50723092
MNGYZO5U,0.092962956
FXPCJ7GE,0.862542189
BUXRB7CD,0.069618471
JV4MCTHN,0.040481943
JUFQ5PVJ,0.399747253
ENLVSM6O,0.21845781
CJHC43KV,0.302506444
N4NSCGHE,0.386251522
FUVHQRWB,0.048069206
GTQHBCF7,0.417401984
DSB6DIRV,0.138016019
BVUKQQRV,0.042282563
KZCHX6LW,0.753657971
M5XAM7HE,0.04374401
YODUTYZU,0.932493492
JEREISWR,0.356483315
FTHIZFGT,0.221464412
7TCFIDRX,-0.002396922
V8CRCBLR,0.045523208
XEDZWKEX,0.432021197
RAD4GZKE,0.047974452
FY8NXMD2,0.017989552
KVZXQCUM,0.325411792
JXRP92WY,0.026178805
IYA3LI6E,0.097246334
FXEUAUMU,0.242772373
KXVZ3BNR,0.025277451
FTDASK8G,0.560247055
JZQZ7RWM,0.075581819
HNPMBXDN,0.071522829
3SUTYK7Z,0.043021136
EHAW2L37,0.037791735
H5HWWKTM,0.105560188
BQVSKRPN,0.003956439
EUK3CR9A,0.164796574
VRMGCTGP,0.02717813
ENDZJZGR,0.069154043
NSSYQFVN,0.035167648
7TRWUSYQ,0.980595348
7Z6JWBCW,0.059955257
7DR4UVAZ,0.17090075
H7YECJLG,0.275511795
CUNTRPMN,0.838868933
VQQEMTVX,0.057890418
NWMFKQLZ,0.043234396
FIUW4SGY,0.041448826
JCVXZSJS,0.070409257
VZRUA5XP,0.361609892
923REBWY,0.049518224
3FKWHVLC,0.063405202
V8JTYKKL,0.179950563
A4MRC8NU,0.520234442
CQJTCLCJ,0.468881796
L9O3NMDQ,0.042539864
7DFWCHAN,0.023688059
NK7CWSGK,0.357274557
OLLGNEK9,0.043799094
KVOLRR62,0.060700946
KAI7SJGY,0.209750284
5LYDNC27,0.080861072
LPGW9PN3,0.11169901
4WA5JPWP,0.044899546
GCDXLWAN,0.169244829
7V6GQUOD,0.284442533
ENYQCCWM,0.020799089
B3BUXXA4,0.178151056
PC7INMMF,0.178608803
6PJ9NW3X,0.38941044
DXYC8WIG,0.887146258
DPKUYNJK,0.15390993
6ZRSCJ6J,0.821480012
CPX4EYVB,0.494167114
T28RFIEL,0.045106012
D4GXBMM8,0.070314745
JMQJAZHA,0.101462271
RZSFMVB9,0.441525234
T2QWMIDV,0.351454419
GRM6UHIW,0.04252834
X2SD7FMK,0.186828633
I4SENFDI,0.035965058
YSNU9M3K,0.726474412
USGXXPJH,0.480803323
QPQZPSMH,0.083101935
QPZDTV5V,0.043950404
H28ZERNP,1.100249502
UNWHQWCY,0.101110247
7N8BRMDU,0.076689092
DFMGCWHV,0.103278801
8FP6ENF4,0.410978352
FAO6XGQE,0.069171157
X5FCJHQ5,0.04143594
GGFPEVFR,0.127376494
AP9SCCXC,0.167491439
WONWP8QB,0.035575753
CWEKUQ4P,0.722509344
C5CGJVQZ,0.819386712
HO4YRWYD,0.047349162
HLIYGGYA,0.044227276
